,measure_name,Entity,sex_name,age_name,cause_name,metric_name,Year,val,upper,lower,Code,Human Development Index (UNDP),Life expectancy,Expected Years of Schooling (years),Avg_yrs_schooling,"GNI per capita, PPP",HDI_Classes
12357,Incidence,Tunisia,Both,Age-standardized,Bladder cancer,Rate,1990,7.185598389977885,8.907493668929197,5.659609541852325,TUN,0.569,68.792,10.5,3.43,5655.51513671875,Medium
12363,Incidence,Tunisia,Both,Age-standardized,Brain and central nervous system cancer,Rate,1990,1.3798244511018063,1.79766599939925,1.110901477462262,TUN,0.569,68.792,10.5,3.43,5655.51513671875,Medium
12369,Incidence,Tunisia,Both,Age-standardized,Thyroid cancer,Rate,1990,1.8106195686146629,2.2587615049805625,1.4391263060802928,TUN,0.569,68.792,10.5,3.43,5655.51513671875,Medium
12375,Incidence,Tunisia,Both,Age-standardized,Mesothelioma,Rate,1990,0.0480846281566299,0.1023544502216517,0.0280545131979869,TUN,0.569,68.792,10.5,3.43,5655.51513671875,Medium
12381,Incidence,Tunisia,Both,Age-standardized,Hodgkin lymphoma,Rate,1990,0.9294251017165726,1.166063830271149,0.7470666455707949,TUN,0.569,68.792,10.5,3.43,5655.51513671875,Medium
12387,Incidence,Tunisia,Both,Age-standardized,Non-Hodgkin lymphoma,Rate,1990,1.3413421399940106,1.5843019841700132,1.1055512611968692,TUN,0.569,68.792,10.5,3.43,5655.51513671875,Medium
12393,Incidence,Tunisia,Both,Age-standardized,Multiple myeloma,Rate,1990,1.304288929475978,1.565657964824471,1.038326058666131,TUN,0.569,68.792,10.5,3.43,5655.51513671875,Medium
12399,Incidence,Tunisia,Both,Age-standardized,Leukemia,Rate,1990,5.086960246488316,6.331082812602423,3.893899826890692,TUN,0.569,68.792,10.5,3.43,5655.51513671875,Medium
12411,Incidence,Tunisia,Both,Age-standardized,Other malignant neoplasms,Rate,1990,5.704365264974506,6.55573573075733,4.812130221687042,TUN,0.569,68.792,10.5,3.43,5655.51513671875,Medium
39889,Incidence,Tunisia,Both,Age-standardized,Pancreatic cancer,Rate,1993,2.1663157094027614,2.58643875220306,1.7625767204048082,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39895,Incidence,Tunisia,Both,Age-standardized,Malignant skin melanoma,Rate,1993,0.5002968773848248,0.6469797359377006,0.377039135338037,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39901,Incidence,Tunisia,Both,Age-standardized,Non-melanoma skin cancer,Rate,1993,7.599556681527891,8.630910084123554,6.60111261972193,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39905,Incidence,Tunisia,Both,Age-standardized,Ovarian cancer,Rate,1993,1.8091844110169333,2.334428940390388,1.4094524452801622,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39909,Incidence,Tunisia,Both,Age-standardized,Testicular cancer,Rate,1993,0.2768017702399908,0.5671603107173492,0.1361833817980182,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39915,Incidence,Tunisia,Both,Age-standardized,Kidney cancer,Rate,1993,1.4930104565519933,1.7737701930827183,1.2428554436853556,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39921,Incidence,Tunisia,Both,Age-standardized,Bladder cancer,Rate,1993,7.748594368331472,9.34867945836675,6.39204468816038,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39927,Incidence,Tunisia,Both,Age-standardized,Brain and central nervous system cancer,Rate,1993,1.4230496455272383,1.8186630228074585,1.172595278520925,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39933,Incidence,Tunisia,Both,Age-standardized,Thyroid cancer,Rate,1993,1.9601251847705248,2.4087054487367645,1.5593563585668573,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39939,Incidence,Tunisia,Both,Age-standardized,Mesothelioma,Rate,1993,0.0498871676936553,0.1034632130275873,0.0292915317720448,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39945,Incidence,Tunisia,Both,Age-standardized,Hodgkin lymphoma,Rate,1993,0.966691206161219,1.195486270752291,0.7721431494483577,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39951,Incidence,Tunisia,Both,Age-standardized,Other malignant neoplasms,Rate,1993,6.041968258636386,6.873564983520894,5.121162059119908,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39963,Incidence,Tunisia,Both,Age-standardized,Non-Hodgkin lymphoma,Rate,1993,1.4577312321773916,1.7023591534190574,1.2174562949234495,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39969,Incidence,Tunisia,Both,Age-standardized,Multiple myeloma,Rate,1993,1.3348438159380058,1.5871055160226313,1.0822882314564966,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39975,Incidence,Tunisia,Both,Age-standardized,Leukemia,Rate,1993,5.010982747714957,6.006982890964193,3.99244688464477,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39987,Incidence,Tunisia,Both,Age-standardized,Esophageal cancer,Rate,1993,0.9221993011825016,1.0779334250393835,0.7635115201652768,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39993,Incidence,Tunisia,Both,Age-standardized,Stomach cancer,Rate,1993,6.797345248618636,7.858765896051365,5.820667725750662,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
39999,Incidence,Tunisia,Both,Age-standardized,Liver cancer,Rate,1993,1.818275259579739,2.179664195885445,1.4852776518738766,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
40005,Incidence,Tunisia,Both,Age-standardized,Larynx cancer,Rate,1993,3.706512028827916,4.481054683032941,3.098792895597656,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
40011,Incidence,Tunisia,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,1993,20.358929441667154,24.104352075828963,17.039828322200336,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
40017,Incidence,Tunisia,Both,Age-standardized,Breast cancer,Rate,1993,13.94021057291575,16.827262563485363,11.590777963851131,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
40021,Incidence,Tunisia,Both,Age-standardized,Cervical cancer,Rate,1993,3.1819477900206383,3.9164257281837065,2.378539053316175,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
40025,Incidence,Tunisia,Both,Age-standardized,Uterine cancer,Rate,1993,1.3631980056763766,1.6813092280306206,1.0359900085147642,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
40031,Incidence,Tunisia,Both,Age-standardized,Prostate cancer,Rate,1993,6.300503926061914,8.010160833545187,4.93827611879741,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
40037,Incidence,Tunisia,Both,Age-standardized,Colon and rectum cancer,Rate,1993,9.911317081666915,11.665853098686622,8.404454766017764,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
40043,Incidence,Tunisia,Both,Age-standardized,Lip and oral cavity cancer,Rate,1993,2.2149959945886324,2.6140215271883696,1.8226837177131148,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
40049,Incidence,Tunisia,Both,Age-standardized,Nasopharynx cancer,Rate,1993,3.322926592384259,3.968968503779451,2.748249256442336,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
40055,Incidence,Tunisia,Both,Age-standardized,Other pharynx cancer,Rate,1993,0.5779350973164605,0.6802635472560891,0.4862487691854155,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
40061,Incidence,Tunisia,Both,Age-standardized,Gallbladder and biliary tract cancer,Rate,1993,2.476997135601964,2.9786571210043924,2.018259320886844,TUN,0.589,70.555,10.9,3.9,5931.99072265625,Medium
40787,Incidence,Tunisia,Both,Age-standardized,Esophageal cancer,Rate,1992,0.916799999572764,1.0759826065497942,0.75779597842858,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40793,Incidence,Tunisia,Both,Age-standardized,Stomach cancer,Rate,1992,6.819027070458738,8.058662862989408,5.759039035834784,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40799,Incidence,Tunisia,Both,Age-standardized,Liver cancer,Rate,1992,1.834576229293744,2.225894602273609,1.479713970196027,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40805,Incidence,Tunisia,Both,Age-standardized,Larynx cancer,Rate,1992,3.6476193246818376,4.47268542461213,3.00058187601014,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40811,Incidence,Tunisia,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,1992,20.061318686468056,23.92042888312041,16.570450606561955,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40817,Incidence,Tunisia,Both,Age-standardized,Breast cancer,Rate,1992,13.61194965198621,16.54780512688931,11.263894711695247,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40821,Incidence,Tunisia,Both,Age-standardized,Cervical cancer,Rate,1992,3.210322810748396,3.982879718162132,2.3978175878707257,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40825,Incidence,Tunisia,Both,Age-standardized,Uterine cancer,Rate,1992,1.3481161824195738,1.6809090266475963,1.011703704362239,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40831,Incidence,Tunisia,Both,Age-standardized,Prostate cancer,Rate,1992,6.170428629744628,7.911936432845248,4.7490807699013375,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40837,Incidence,Tunisia,Both,Age-standardized,Colon and rectum cancer,Rate,1992,9.726999433419332,11.454653930689023,8.098859712552628,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40843,Incidence,Tunisia,Both,Age-standardized,Lip and oral cavity cancer,Rate,1992,2.1770335887723435,2.584968322599068,1.7694366103845756,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40849,Incidence,Tunisia,Both,Age-standardized,Nasopharynx cancer,Rate,1992,3.26396073486586,3.912576364994366,2.709176307818057,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40855,Incidence,Tunisia,Both,Age-standardized,Other pharynx cancer,Rate,1992,0.5714117460729919,0.6821302639318824,0.4745279635333804,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40861,Incidence,Tunisia,Both,Age-standardized,Gallbladder and biliary tract cancer,Rate,1992,2.488455645657213,3.025612627877269,2.0102241912371923,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40867,Incidence,Tunisia,Both,Age-standardized,Pancreatic cancer,Rate,1992,2.113685791436918,2.5545621675431085,1.6854996264603792,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40873,Incidence,Tunisia,Both,Age-standardized,Malignant skin melanoma,Rate,1992,0.4932447720399655,0.6445433213050255,0.3676731986649709,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40879,Incidence,Tunisia,Both,Age-standardized,Non-melanoma skin cancer,Rate,1992,7.51059107368963,8.635301817969058,6.435285139778946,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40883,Incidence,Tunisia,Both,Age-standardized,Ovarian cancer,Rate,1992,1.7649019788971037,2.3515015715906453,1.3570529592657383,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40887,Incidence,Tunisia,Both,Age-standardized,Testicular cancer,Rate,1992,0.2666122694164918,0.5507382152724876,0.1330784351211439,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40893,Incidence,Tunisia,Both,Age-standardized,Kidney cancer,Rate,1992,1.4528990409643707,1.746054504202893,1.180972152757299,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40899,Incidence,Tunisia,Both,Age-standardized,Bladder cancer,Rate,1992,7.587257082656484,9.21505009266409,6.133003317584877,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40905,Incidence,Tunisia,Both,Age-standardized,Brain and central nervous system cancer,Rate,1992,1.4116418450407602,1.838388471400452,1.1460446686697117,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40911,Incidence,Tunisia,Both,Age-standardized,Thyroid cancer,Rate,1992,1.923104194591057,2.379968131281209,1.534387039944653,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40917,Incidence,Tunisia,Both,Age-standardized,Mesothelioma,Rate,1992,0.0494197633562477,0.1029019372996077,0.0288519052947083,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40923,Incidence,Tunisia,Both,Age-standardized,Hodgkin lymphoma,Rate,1992,0.9554615542482322,1.19848204056406,0.7627768634826666,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40929,Incidence,Tunisia,Both,Age-standardized,Non-Hodgkin lymphoma,Rate,1992,1.4235534165785133,1.690201481177653,1.1826917801950203,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40935,Incidence,Tunisia,Both,Age-standardized,Multiple myeloma,Rate,1992,1.3300541323958357,1.585545213380339,1.079399157373242,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40941,Incidence,Tunisia,Both,Age-standardized,Leukemia,Rate,1992,5.053630570909911,6.09065065193483,3.985877947476361,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
40953,Incidence,Tunisia,Both,Age-standardized,Other malignant neoplasms,Rate,1992,5.9526749545568745,6.86054165125826,5.074506087999833,TUN,0.583,70.001,10.7,3.7,5999.87109375,Medium
56603,Incidence,Tunisia,Both,Age-standardized,Pancreatic cancer,Rate,1994,2.1741939210330186,2.563616621816727,1.774432363529892,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56609,Incidence,Tunisia,Both,Age-standardized,Malignant skin melanoma,Rate,1994,0.5015021880218782,0.6413036679232287,0.3795907134178552,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56615,Incidence,Tunisia,Both,Age-standardized,Non-melanoma skin cancer,Rate,1994,7.661165380343407,8.64443886867766,6.686236469715699,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56619,Incidence,Tunisia,Both,Age-standardized,Ovarian cancer,Rate,1994,1.845090436241896,2.3168818234119977,1.455270208495372,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56623,Incidence,Tunisia,Both,Age-standardized,Testicular cancer,Rate,1994,0.2865327805853211,0.5922295907147034,0.1369880018842429,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56629,Incidence,Tunisia,Both,Age-standardized,Kidney cancer,Rate,1994,1.5068140538486254,1.766817098060036,1.2687113888076271,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56635,Incidence,Tunisia,Both,Age-standardized,Bladder cancer,Rate,1994,7.768584181807763,9.281445765545612,6.432690776357627,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56641,Incidence,Tunisia,Both,Age-standardized,Brain and central nervous system cancer,Rate,1994,1.421456945083457,1.825074346838692,1.187514207229896,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56647,Incidence,Tunisia,Both,Age-standardized,Thyroid cancer,Rate,1994,1.9666721061133767,2.40068553180807,1.584758116965452,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56653,Incidence,Tunisia,Both,Age-standardized,Mesothelioma,Rate,1994,0.0498295760481827,0.1017320325936467,0.0293884564426435,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56659,Incidence,Tunisia,Both,Age-standardized,Hodgkin lymphoma,Rate,1994,0.9698225934073132,1.1965067162698195,0.7888073064589654,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56665,Incidence,Tunisia,Both,Age-standardized,Non-Hodgkin lymphoma,Rate,1994,1.4638540017521404,1.719978720365968,1.2366087881413106,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56671,Incidence,Tunisia,Both,Age-standardized,Multiple myeloma,Rate,1994,1.3209449731595952,1.5881500920833078,1.0796616680745577,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56677,Incidence,Tunisia,Both,Age-standardized,Leukemia,Rate,1994,4.90598602541196,5.811383297919135,3.93358671731862,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56689,Incidence,Tunisia,Both,Age-standardized,Other malignant neoplasms,Rate,1994,6.078956392180299,6.905034791417403,5.175607410509541,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56701,Incidence,Tunisia,Both,Age-standardized,Esophageal cancer,Rate,1994,0.9053928523616656,1.0464725199215623,0.7431622165064853,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56707,Incidence,Tunisia,Both,Age-standardized,Stomach cancer,Rate,1994,6.614056967544135,7.642563179272843,5.710225926852238,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56713,Incidence,Tunisia,Both,Age-standardized,Liver cancer,Rate,1994,1.8055021472964,2.156379443401726,1.48881111604419,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56719,Incidence,Tunisia,Both,Age-standardized,Larynx cancer,Rate,1994,3.647018160500836,4.41413499433223,3.034560583701221,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56725,Incidence,Tunisia,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,1994,20.178786387961285,23.69032412365236,17.036493254257426,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56731,Incidence,Tunisia,Both,Age-standardized,Breast cancer,Rate,1994,14.062454807225135,16.78738479731494,11.776113429057755,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56735,Incidence,Tunisia,Both,Age-standardized,Cervical cancer,Rate,1994,3.10304850826557,3.809013919760009,2.357169221898828,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56739,Incidence,Tunisia,Both,Age-standardized,Uterine cancer,Rate,1994,1.3572406015504004,1.689132731791817,1.036792955624295,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56745,Incidence,Tunisia,Both,Age-standardized,Prostate cancer,Rate,1994,6.338886993426343,8.05369923749922,4.974684453539024,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
56751,Incidence,Tunisia,Both,Age-standardized,Colon and rectum cancer,Rate,1994,9.916784758724551,11.577428893608646,8.411698629021135,TUN,0.6,71.062,11.3,4.0,6033.02734375,Medium
